FIPS Code,Geography,Year,Program Type,Population
36051,Livingston County,1980,Census Base Population,57006
36053,Madison County,1980,Census Base Population,65150
36055,Monroe County,1980,Census Base Population,702238
36057,Montgomery County,1980,Census Base Population,53439
36059,Nassau County,1980,Census Base Population,1321582
36061,New York County,1980,Census Base Population,1428285
36063,Niagara County,1980,Census Base Population,227354
36065,Oneida County,1980,Census Base Population,253466
36067,Onondaga County,1980,Census Base Population,463920
36069,Ontario County,1980,Census Base Population,88909
36071,Orange County,1980,Census Base Population,259603
36073,Orleans County,1980,Census Base Population,38496
36075,Oswego County,1980,Census Base Population,113901
36077,Otsego County,1980,Census Base Population,59075
36079,Putnam County,1980,Census Base Population,77193
36081,Queens County,1980,Census Base Population,1891325
36083,Rensselaer County,1980,Census Base Population,151966
36085,Richmond County,1980,Census Base Population,352029
36087,Rockland County,1980,Census Base Population,259530
36089,St. Lawrence County,1980,Census Base Population,114347
36091,Saratoga County,1980,Census Base Population,153759
36093,Schenectady County,1980,Census Base Population,149946
36095,Schoharie County,1980,Census Base Population,29710
36097,Schuyler County,1980,Census Base Population,17686
36099,Seneca County,1980,Census Base Population,33733
36101,Steuben County,1980,Census Base Population,99217
36103,Suffolk County,1980,Census Base Population,1284231
36105,Sullivan County,1980,Census Base Population,65155
36107,Tioga County,1980,Census Base Population,49812
36109,Tompkins County,1980,Census Base Population,87085
36111,Ulster County,1980,Census Base Population,158158
36113,Warren County,1980,Census Base Population,54854
36115,Washington County,1980,Census Base Population,54795
36117,Wayne County,1980,Census Base Population,84581
36119,Westchester County,1980,Census Base Population,866599
36121,Wyoming County,1980,Census Base Population,39895
36123,Yates County,1980,Census Base Population,21459
36000,New York State,1980,Intercensal Population Estimate,17566376
36001,Albany County,1980,Intercensal Population Estimate,286290
36003,Allegany County,1980,Intercensal Population Estimate,51830
36005,Bronx County,1980,Intercensal Population Estimate,1167602
36007,Broome County,1980,Intercensal Population Estimate,213850
36009,Cattaraugus County,1980,Intercensal Population Estimate,85852
36011,Cayuga County,1980,Intercensal Population Estimate,80002
36013,Chautauqua County,1980,Intercensal Population Estimate,147061
36015,Chemung County,1980,Intercensal Population Estimate,97500
36017,Chenango County,1980,Intercensal Population Estimate,49424
36019,Clinton County,1980,Intercensal Population Estimate,80746
36021,Columbia County,1980,Intercensal Population Estimate,59620
36023,Cortland County,1980,Intercensal Population Estimate,48883
36025,Delaware County,1980,Intercensal Population Estimate,46849
36027,Dutchess County,1980,Intercensal Population Estimate,245415
36029,Erie County,1980,Intercensal Population Estimate,1014484
36031,Essex County,1980,Intercensal Population Estimate,36202
36033,Franklin County,1980,Intercensal Population Estimate,44923
36035,Fulton County,1980,Intercensal Population Estimate,55171
36037,Genesee County,1980,Intercensal Population Estimate,59533
36039,Greene County,1980,Intercensal Population Estimate,40897
36041,Hamilton County,1980,Intercensal Population Estimate,5027
36043,Herkimer County,1980,Intercensal Population Estimate,66718
36045,Jefferson County,1980,Intercensal Population Estimate,88145
36047,Kings County,1980,Intercensal Population Estimate,2232003
36049,Lewis County,1980,Intercensal Population Estimate,25007
36051,Livingston County,1980,Intercensal Population Estimate,57131
36053,Madison County,1980,Intercensal Population Estimate,65310
36055,Monroe County,1980,Intercensal Population Estimate,703490
36057,Montgomery County,1980,Intercensal Population Estimate,53431
36059,Nassau County,1980,Intercensal Population Estimate,1321080
36061,New York County,1980,Intercensal Population Estimate,1427238
36063,Niagara County,1980,Intercensal Population Estimate,227168
36065,Oneida County,1980,Intercensal Population Estimate,253717
36067,Onondaga County,1980,Intercensal Population Estimate,463908
36069,Ontario County,1980,Intercensal Population Estimate,89106
36071,Orange County,1980,Intercensal Population Estimate,260631
36073,Orleans County,1980,Intercensal Population Estimate,38547
36075,Oswego County,1980,Intercensal Population Estimate,113862
36077,Otsego County,1980,Intercensal Population Estimate,59125
36079,Putnam County,1980,Intercensal Population Estimate,77458
36081,Queens County,1980,Intercensal Population Estimate,1893095
36083,Rensselaer County,1980,Intercensal Population Estimate,152086
36085,Richmond County,1980,Intercensal Population Estimate,353101
36087,Rockland County,1980,Intercensal Population Estimate,259596
36089,St. Lawrence County,1980,Intercensal Population Estimate,114321
36091,Saratoga County,1980,Intercensal Population Estimate,154154
36093,Schenectady County,1980,Intercensal Population Estimate,149985
36095,Schoharie County,1980,Intercensal Population Estimate,29727
36097,Schuyler County,1980,Intercensal Population Estimate,17720
36099,Seneca County,1980,Intercensal Population Estimate,33781
36101,Steuben County,1980,Intercensal Population Estimate,99272
36103,Suffolk County,1980,Intercensal Population Estimate,1285719
36105,Sullivan County,1980,Intercensal Population Estimate,65046
36107,Tioga County,1980,Intercensal Population Estimate,49960
36109,Tompkins County,1980,Intercensal Population Estimate,87380
36111,Ulster County,1980,Intercensal Population Estimate,158183
36113,Warren County,1980,Intercensal Population Estimate,54989
36115,Washington County,1980,Intercensal Population Estimate,54807
36117,Wayne County,1980,Intercensal Population Estimate,84824
36119,Westchester County,1980,Intercensal Population Estimate,866971
36121,Wyoming County,1980,Intercensal Population Estimate,39950
36123,Yates County,1980,Intercensal Population Estimate,21473
36000,New York State,1979,Intercensal Population Estimate,17633759
36001,Albany County,1979,Intercensal Population Estimate,286968
36003,Allegany County,1979,Intercensal Population Estimate,52348
36005,Bronx County,1979,Intercensal Population Estimate,1188565
36007,Broome County,1979,Intercensal Population Estimate,217087
36009,Cattaraugus County,1979,Intercensal Population Estimate,85511
36011,Cayuga County,1979,Intercensal Population Estimate,80831
36013,Chautauqua County,1979,Intercensal Population Estimate,146939
36015,Chemung County,1979,Intercensal Population Estimate,99347
36017,Chenango County,1979,Intercensal Population Estimate,49370
36019,Clinton County,1979,Intercensal Population Estimate,80952
36021,Columbia County,1979,Intercensal Population Estimate,59193
36023,Cortland County,1979,Intercensal Population Estimate,47881
36025,Delaware County,1979,Intercensal Population Estimate,47376
36027,Dutchess County,1979,Intercensal Population Estimate,242178
36029,Erie County,1979,Intercensal Population Estimate,1033073
36031,Essex County,1979,Intercensal Population Estimate,35997
36033,Franklin County,1979,Intercensal Population Estimate,44582
36035,Fulton County,1979,Intercensal Population Estimate,56196
36037,Genesee County,1979,Intercensal Population Estimate,59323
36039,Greene County,1979,Intercensal Population Estimate,40976
36041,Hamilton County,1979,Intercensal Population Estimate,5261
36043,Herkimer County,1979,Intercensal Population Estimate,66993
36045,Jefferson County,1979,Intercensal Population Estimate,89161
36047,Kings County,1979,Intercensal Population Estimate,2242530
36049,Lewis County,1979,Intercensal Population Estimate,25847
36051,Livingston County,1979,Intercensal Population Estimate,58086
36053,Madison County,1979,Intercensal Population Estimate,66179
36055,Monroe County,1979,Intercensal Population Estimate,701858
36057,Montgomery County,1979,Intercensal Population Estimate,53552
36059,Nassau County,1979,Intercensal Population Estimate,1314333
36061,New York County,1979,Intercensal Population Estimate,1428122
36063,Niagara County,1979,Intercensal Population Estimate,230500
36065,Oneida County,1979,Intercensal Population Estimate,256695
36067,Onondaga County,1979,Intercensal Population Estimate,463396
36069,Ontario County,1979,Intercensal Population Estimate,89557
36071,Orange County,1979,Intercensal Population Estimate,259886
36073,Orleans County,1979,Intercensal Population Estimate,38670
36075,Oswego County,1979,Intercensal Population Estimate,115072
36077,Otsego County,1979,Intercensal Population Estimate,59710
36079,Putnam County,1979,Intercensal Population Estimate,76662
36081,Queens County,1979,Intercensal Population Estimate,1895985
36083,Rensselaer County,1979,Intercensal Population Estimate,152792
36085,Richmond County,1979,Intercensal Population Estimate,346930
36087,Rockland County,1979,Intercensal Population Estimate,257088
36089,St. Lawrence County,1979,Intercensal Population Estimate,115471
36091,Saratoga County,1979,Intercensal Population Estimate,155314
36093,Schenectady County,1979,Intercensal Population Estimate,151413
36095,Schoharie County,1979,Intercensal Population Estimate,29725
36097,Schuyler County,1979,Intercensal Population Estimate,18059
36099,Seneca County,1979,Intercensal Population Estimate,34798
36101,Steuben County,1979,Intercensal Population Estimate,99998
36103,Suffolk County,1979,Intercensal Population Estimate,1286679
36105,Sullivan County,1979,Intercensal Population Estimate,66290
36107,Tioga County,1979,Intercensal Population Estimate,49909
36109,Tompkins County,1979,Intercensal Population Estimate,87162
36111,Ulster County,1979,Intercensal Population Estimate,159609
36113,Warren County,1979,Intercensal Population Estimate,55103
36115,Washington County,1979,Intercensal Population Estimate,55365
36117,Wayne County,1979,Intercensal Population Estimate,86830
36119,Westchester County,1979,Intercensal Population Estimate,870643
36121,Wyoming County,1979,Intercensal Population Estimate,40628
36123,Yates County,1979,Intercensal Population Estimate,21205
36000,New York State,1978,Intercensal Population Estimate,17720503
36001,Albany County,1978,Intercensal Population Estimate,286918
36003,Allegany County,1978,Intercensal Population Estimate,52207
36005,Bronx County,1978,Intercensal Population Estimate,1220935
36007,Broome County,1978,Intercensal Population Estimate,217855
36009,Cattaraugus County,1978,Intercensal Population Estimate,85883
36011,Cayuga County,1978,Intercensal Population Estimate,80966
36013,Chautauqua County,1978,Intercensal Population Estimate,147845
36015,Chemung County,1978,Intercensal Population Estimate,98694
36017,Chenango County,1978,Intercensal Population Estimate,49292
36019,Clinton County,1978,Intercensal Population Estimate,80821
36021,Columbia County,1978,Intercensal Population Estimate,58799
36023,Cortland County,1978,Intercensal Population Estimate,48171
36025,Delaware County,1978,Intercensal Population Estimate,47453
36027,Dutchess County,1978,Intercensal Population Estimate,240407
36029,Erie County,1978,Intercensal Population Estimate,1043736
36031,Essex County,1978,Intercensal Population Estimate,35798
36033,Franklin County,1978,Intercensal Population Estimate,44870
36035,Fulton County,1978,Intercensal Population Estimate,56277
36037,Genesee County,1978,Intercensal Population Estimate,59797
36039,Greene County,1978,Intercensal Population Estimate,41479
36041,Hamilton County,1978,Intercensal Population Estimate,5201
36043,Herkimer County,1978,Intercensal Population Estimate,67159
36045,Jefferson County,1978,Intercensal Population Estimate,89652
36047,Kings County,1978,Intercensal Population Estimate,2277488
36049,Lewis County,1978,Intercensal Population Estimate,25728
36051,Livingston County,1978,Intercensal Population Estimate,57308
36053,Madison County,1978,Intercensal Population Estimate,66144
36055,Monroe County,1978,Intercensal Population Estimate,704925
36057,Montgomery County,1978,Intercensal Population Estimate,54800
36059,Nassau County,1978,Intercensal Population Estimate,1320672
36061,New York County,1978,Intercensal Population Estimate,1436023
36063,Niagara County,1978,Intercensal Population Estimate,232360
36065,Oneida County,1978,Intercensal Population Estimate,258380
36067,Onondaga County,1978,Intercensal Population Estimate,465564
36069,Ontario County,1978,Intercensal Population Estimate,89178
36071,Orange County,1978,Intercensal Population Estimate,255591
36073,Orleans County,1978,Intercensal Population Estimate,39095
36075,Oswego County,1978,Intercensal Population Estimate,115095
36077,Otsego County,1978,Intercensal Population Estimate,59801
36079,Putnam County,1978,Intercensal Population Estimate,74019
36081,Queens County,1978,Intercensal Population Estimate,1904879
36083,Rensselaer County,1978,Intercensal Population Estimate,153110
36085,Richmond County,1978,Intercensal Population Estimate,339617
36087,Rockland County,1978,Intercensal Population Estimate,254853
36089,St. Lawrence County,1978,Intercensal Population Estimate,116161
36091,Saratoga County,1978,Intercensal Population Estimate,153900
36093,Schenectady County,1978,Intercensal Population Estimate,153186
36095,Schoharie County,1978,Intercensal Population Estimate,29546
36097,Schuyler County,1978,Intercensal Population Estimate,17865
36099,Seneca County,1978,Intercensal Population Estimate,34492
36101,Steuben County,1978,Intercensal Population Estimate,100474
36103,Suffolk County,1978,Intercensal Population Estimate,1280738
36105,Sullivan County,1978,Intercensal Population Estimate,66076
36107,Tioga County,1978,Intercensal Population Estimate,49856
36109,Tompkins County,1978,Intercensal Population Estimate,86460
36111,Ulster County,1978,Intercensal Population Estimate,158623
36113,Warren County,1978,Intercensal Population Estimate,54824
36115,Washington County,1978,Intercensal Population Estimate,55517
36117,Wayne County,1978,Intercensal Population Estimate,83946
36119,Westchester County,1978,Intercensal Population Estimate,872336
36121,Wyoming County,1978,Intercensal Population Estimate,40426
36123,Yates County,1978,Intercensal Population Estimate,21232
36000,New York State,1977,Intercensal Population Estimate,17851561
36001,Albany County,1977,Intercensal Population Estimate,286155
36003,Allegany County,1977,Intercensal Population Estimate,52153
36005,Bronx County,1977,Intercensal Population Estimate,1265491
36007,Broome County,1977,Intercensal Population Estimate,219102
36009,Cattaraugus County,1977,Intercensal Population Estimate,85605
36011,Cayuga County,1977,Intercensal Population Estimate,80834
36013,Chautauqua County,1977,Intercensal Population Estimate,148902
36015,Chemung County,1977,Intercensal Population Estimate,99340
36017,Chenango County,1977,Intercensal Population Estimate,49150
36019,Clinton County,1977,Intercensal Population Estimate,81237
36021,Columbia County,1977,Intercensal Population Estimate,58418
36023,Cortland County,1977,Intercensal Population Estimate,47834
36025,Delaware County,1977,Intercensal Population Estimate,47763
36027,Dutchess County,1977,Intercensal Population Estimate,238892
36029,Erie County,1977,Intercensal Population Estimate,1057904
36031,Essex County,1977,Intercensal Population Estimate,35817
36033,Franklin County,1977,Intercensal Population Estimate,44829
36035,Fulton County,1977,Intercensal Population Estimate,55715
36037,Genesee County,1977,Intercensal Population Estimate,60334
36039,Greene County,1977,Intercensal Population Estimate,41055
36041,Hamilton County,1977,Intercensal Population Estimate,5076
36043,Herkimer County,1977,Intercensal Population Estimate,66926
36045,Jefferson County,1977,Intercensal Population Estimate,90090
36047,Kings County,1977,Intercensal Population Estimate,2336106
36049,Lewis County,1977,Intercensal Population Estimate,25403
36051,Livingston County,1977,Intercensal Population Estimate,58015
36053,Madison County,1977,Intercensal Population Estimate,66075
36055,Monroe County,1977,Intercensal Population Estimate,709212
36057,Montgomery County,1977,Intercensal Population Estimate,54862
36059,Nassau County,1977,Intercensal Population Estimate,1330504
36061,New York County,1977,Intercensal Population Estimate,1451809
36063,Niagara County,1977,Intercensal Population Estimate,231891
36065,Oneida County,1977,Intercensal Population Estimate,260019
36067,Onondaga County,1977,Intercensal Population Estimate,466731
36069,Ontario County,1977,Intercensal Population Estimate,87682
36071,Orange County,1977,Intercensal Population Estimate,250952
36073,Orleans County,1977,Intercensal Population Estimate,38840
36075,Oswego County,1977,Intercensal Population Estimate,114394
36077,Otsego County,1977,Intercensal Population Estimate,59563
36079,Putnam County,1977,Intercensal Population Estimate,73615
36081,Queens County,1977,Intercensal Population Estimate,1915378
36083,Rensselaer County,1977,Intercensal Population Estimate,153237
36085,Richmond County,1977,Intercensal Population Estimate,331933
36087,Rockland County,1977,Intercensal Population Estimate,252124
36089,St. Lawrence County,1977,Intercensal Population Estimate,117074
36091,Saratoga County,1977,Intercensal Population Estimate,151690
36093,Schenectady County,1977,Intercensal Population Estimate,154136
36095,Schoharie County,1977,Intercensal Population Estimate,29431
36097,Schuyler County,1977,Intercensal Population Estimate,17793
36099,Seneca County,1977,Intercensal Population Estimate,34216
36101,Steuben County,1977,Intercensal Population Estimate,100027
36103,Suffolk County,1977,Intercensal Population Estimate,1272824
36105,Sullivan County,1977,Intercensal Population Estimate,65635
36107,Tioga County,1977,Intercensal Population Estimate,49572
36109,Tompkins County,1977,Intercensal Population Estimate,86291
36111,Ulster County,1977,Intercensal Population Estimate,157564
36113,Warren County,1977,Intercensal Population Estimate,54471
36115,Washington County,1977,Intercensal Population Estimate,55365
36117,Wayne County,1977,Intercensal Population Estimate,84679
36119,Westchester County,1977,Intercensal Population Estimate,872375
36121,Wyoming County,1977,Intercensal Population Estimate,40299
36123,Yates County,1977,Intercensal Population Estimate,21152
36000,New York State,1976,Intercensal Population Estimate,17974781
36001,Albany County,1976,Intercensal Population Estimate,286519
36003,Allegany County,1976,Intercensal Population Estimate,51859
36005,Bronx County,1976,Intercensal Population Estimate,1313974
36007,Broome County,1976,Intercensal Population Estimate,219805
36009,Cattaraugus County,1976,Intercensal Population Estimate,85555
36011,Cayuga County,1976,Intercensal Population Estimate,80351
36013,Chautauqua County,1976,Intercensal Population Estimate,148911
36015,Chemung County,1976,Intercensal Population Estimate,100016
36017,Chenango County,1976,Intercensal Population Estimate,48650
36019,Clinton County,1976,Intercensal Population Estimate,81041
36021,Columbia County,1976,Intercensal Population Estimate,57146
36023,Cortland County,1976,Intercensal Population Estimate,48297
36025,Delaware County,1976,Intercensal Population Estimate,47607
36027,Dutchess County,1976,Intercensal Population Estimate,237795
36029,Erie County,1976,Intercensal Population Estimate,1069554
36031,Essex County,1976,Intercensal Population Estimate,35724
36033,Franklin County,1976,Intercensal Population Estimate,44768
36035,Fulton County,1976,Intercensal Population Estimate,55783
36037,Genesee County,1976,Intercensal Population Estimate,60685
36039,Greene County,1976,Intercensal Population Estimate,40356
36041,Hamilton County,1976,Intercensal Population Estimate,5042
36043,Herkimer County,1976,Intercensal Population Estimate,67537
36045,Jefferson County,1976,Intercensal Population Estimate,90491
36047,Kings County,1976,Intercensal Population Estimate,2391675
36049,Lewis County,1976,Intercensal Population Estimate,25154
36051,Livingston County,1976,Intercensal Population Estimate,57831
36053,Madison County,1976,Intercensal Population Estimate,65836
36055,Monroe County,1976,Intercensal Population Estimate,709062
36057,Montgomery County,1976,Intercensal Population Estimate,54455
36059,Nassau County,1976,Intercensal Population Estimate,1342310
36061,New York County,1976,Intercensal Population Estimate,1465780
36063,Niagara County,1976,Intercensal Population Estimate,233540
36065,Oneida County,1976,Intercensal Population Estimate,262360
36067,Onondaga County,1976,Intercensal Population Estimate,468648
36069,Ontario County,1976,Intercensal Population Estimate,86775
36071,Orange County,1976,Intercensal Population Estimate,245806
36073,Orleans County,1976,Intercensal Population Estimate,38764
36075,Oswego County,1976,Intercensal Population Estimate,113060
36077,Otsego County,1976,Intercensal Population Estimate,59650
36079,Putnam County,1976,Intercensal Population Estimate,71807
36081,Queens County,1976,Intercensal Population Estimate,1929015
36083,Rensselaer County,1976,Intercensal Population Estimate,152768
36085,Richmond County,1976,Intercensal Population Estimate,327296
36087,Rockland County,1976,Intercensal Population Estimate,249013
36089,St. Lawrence County,1976,Intercensal Population Estimate,117346
36091,Saratoga County,1976,Intercensal Population Estimate,149661
36093,Schenectady County,1976,Intercensal Population Estimate,154713
36095,Schoharie County,1976,Intercensal Population Estimate,29295
36097,Schuyler County,1976,Intercensal Population Estimate,17875
36099,Seneca County,1976,Intercensal Population Estimate,34240
36101,Steuben County,1976,Intercensal Population Estimate,100289
36103,Suffolk County,1976,Intercensal Population Estimate,1257888
36105,Sullivan County,1976,Intercensal Population Estimate,64212
36107,Tioga County,1976,Intercensal Population Estimate,49271
36109,Tompkins County,1976,Intercensal Population Estimate,86073
36111,Ulster County,1976,Intercensal Population Estimate,157797
36113,Warren County,1976,Intercensal Population Estimate,53617
36115,Washington County,1976,Intercensal Population Estimate,55280
36117,Wayne County,1976,Intercensal Population Estimate,84118
36119,Westchester County,1976,Intercensal Population Estimate,874230
36121,Wyoming County,1976,Intercensal Population Estimate,40022
36123,Yates County,1976,Intercensal Population Estimate,20783
36000,New York State,1975,Intercensal Population Estimate,18032337
36001,Albany County,1975,Intercensal Population Estimate,287864
36003,Allegany County,1975,Intercensal Population Estimate,51452
36005,Bronx County,1975,Intercensal Population Estimate,1347968
36007,Broome County,1975,Intercensal Population Estimate,220043
36009,Cattaraugus County,1975,Intercensal Population Estimate,84963
36011,Cayuga County,1975,Intercensal Population Estimate,79282
36013,Chautauqua County,1975,Intercensal Population Estimate,149047
36015,Chemung County,1975,Intercensal Population Estimate,100501
36017,Chenango County,1975,Intercensal Population Estimate,47988
36019,Clinton County,1975,Intercensal Population Estimate,80982
36021,Columbia County,1975,Intercensal Population Estimate,56906
36023,Cortland County,1975,Intercensal Population Estimate,48189
36025,Delaware County,1975,Intercensal Population Estimate,47192
36027,Dutchess County,1975,Intercensal Population Estimate,238022
36029,Erie County,1975,Intercensal Population Estimate,1079180
36031,Essex County,1975,Intercensal Population Estimate,35514
36033,Franklin County,1975,Intercensal Population Estimate,44598
36035,Fulton County,1975,Intercensal Population Estimate,55523
36037,Genesee County,1975,Intercensal Population Estimate,60396
36039,Greene County,1975,Intercensal Population Estimate,39623
36041,Hamilton County,1975,Intercensal Population Estimate,5038
36043,Herkimer County,1975,Intercensal Population Estimate,68062
36045,Jefferson County,1975,Intercensal Population Estimate,90234
36047,Kings County,1975,Intercensal Population Estimate,2422649
36049,Lewis County,1975,Intercensal Population Estimate,25187
36051,Livingston County,1975,Intercensal Population Estimate,57724
36053,Madison County,1975,Intercensal Population Estimate,65718
36055,Monroe County,1975,Intercensal Population Estimate,709235
36057,Montgomery County,1975,Intercensal Population Estimate,54802
36059,Nassau County,1975,Intercensal Population Estimate,1351369
36061,New York County,1975,Intercensal Population Estimate,1464136
36063,Niagara County,1975,Intercensal Population Estimate,233802
36065,Oneida County,1975,Intercensal Population Estimate,265060
36067,Onondaga County,1975,Intercensal Population Estimate,468581
36069,Ontario County,1975,Intercensal Population Estimate,86021
36071,Orange County,1975,Intercensal Population Estimate,245270
36073,Orleans County,1975,Intercensal Population Estimate,38582
36075,Oswego County,1975,Intercensal Population Estimate,111810
36077,Otsego County,1975,Intercensal Population Estimate,59598
36079,Putnam County,1975,Intercensal Population Estimate,70770
36081,Queens County,1975,Intercensal Population Estimate,1934047
36083,Rensselaer County,1975,Intercensal Population Estimate,154031
36085,Richmond County,1975,Intercensal Population Estimate,323458
36087,Rockland County,1975,Intercensal Population Estimate,247957
36089,St. Lawrence County,1975,Intercensal Population Estimate,116753
36091,Saratoga County,1975,Intercensal Population Estimate,147019
36093,Schenectady County,1975,Intercensal Population Estimate,156151
36095,Schoharie County,1975,Intercensal Population Estimate,29294
36097,Schuyler County,1975,Intercensal Population Estimate,17858
36099,Seneca County,1975,Intercensal Population Estimate,34177
36101,Steuben County,1975,Intercensal Population Estimate,100529
36103,Suffolk County,1975,Intercensal Population Estimate,1242709
36105,Sullivan County,1975,Intercensal Population Estimate,62346
36107,Tioga County,1975,Intercensal Population Estimate,48619
36109,Tompkins County,1975,Intercensal Population Estimate,85475
36111,Ulster County,1975,Intercensal Population Estimate,156025
36113,Warren County,1975,Intercensal Population Estimate,53653
36115,Washington County,1975,Intercensal Population Estimate,54727
36117,Wayne County,1975,Intercensal Population Estimate,84045
36119,Westchester County,1975,Intercensal Population Estimate,874268
36121,Wyoming County,1975,Intercensal Population Estimate,39616
36123,Yates County,1975,Intercensal Population Estimate,20699
36000,New York State,1974,Intercensal Population Estimate,18072890
36001,Albany County,1974,Intercensal Population Estimate,289148
36003,Allegany County,1974,Intercensal Population Estimate,50539
36005,Bronx County,1974,Intercensal Population Estimate,1381621
36007,Broome County,1974,Intercensal Population Estimate,218031
36009,Cattaraugus County,1974,Intercensal Population Estimate,83950
36011,Cayuga County,1974,Intercensal Population Estimate,79327
36013,Chautauqua County,1974,Intercensal Population Estimate,148714
36015,Chemung County,1974,Intercensal Population Estimate,99940
36017,Chenango County,1974,Intercensal Population Estimate,47397
36019,Clinton County,1974,Intercensal Population Estimate,79864
36021,Columbia County,1974,Intercensal Population Estimate,56574
36023,Cortland County,1974,Intercensal Population Estimate,47674
36025,Delaware County,1974,Intercensal Population Estimate,46772
36027,Dutchess County,1974,Intercensal Population Estimate,234742
36029,Erie County,1974,Intercensal Population Estimate,1085518
36031,Essex County,1974,Intercensal Population Estimate,35225
36033,Franklin County,1974,Intercensal Population Estimate,44283
36035,Fulton County,1974,Intercensal Population Estimate,55288
36037,Genesee County,1974,Intercensal Population Estimate,59455
36039,Greene County,1974,Intercensal Population Estimate,38506
36041,Hamilton County,1974,Intercensal Population Estimate,5130
36043,Herkimer County,1974,Intercensal Population Estimate,67803
36045,Jefferson County,1974,Intercensal Population Estimate,89487
36047,Kings County,1974,Intercensal Population Estimate,2455992
36049,Lewis County,1974,Intercensal Population Estimate,24874
36051,Livingston County,1974,Intercensal Population Estimate,56620
36053,Madison County,1974,Intercensal Population Estimate,65169
36055,Monroe County,1974,Intercensal Population Estimate,705883
36057,Montgomery County,1974,Intercensal Population Estimate,55841
36059,Nassau County,1974,Intercensal Population Estimate,1354613
36061,New York County,1974,Intercensal Population Estimate,1494432
36063,Niagara County,1974,Intercensal Population Estimate,233165
36065,Oneida County,1974,Intercensal Population Estimate,267041
36067,Onondaga County,1974,Intercensal Population Estimate,468613
36069,Ontario County,1974,Intercensal Population Estimate,84873
36071,Orange County,1974,Intercensal Population Estimate,240615
36073,Orleans County,1974,Intercensal Population Estimate,38270
36075,Oswego County,1974,Intercensal Population Estimate,109216
36077,Otsego County,1974,Intercensal Population Estimate,58466
36079,Putnam County,1974,Intercensal Population Estimate,68041
36081,Queens County,1974,Intercensal Population Estimate,1945563
36083,Rensselaer County,1974,Intercensal Population Estimate,154069
36085,Richmond County,1974,Intercensal Population Estimate,320190
36087,Rockland County,1974,Intercensal Population Estimate,242094
36089,St. Lawrence County,1974,Intercensal Population Estimate,115158
36091,Saratoga County,1974,Intercensal Population Estimate,143132
36093,Schenectady County,1974,Intercensal Population Estimate,157423
36095,Schoharie County,1974,Intercensal Population Estimate,28932
36097,Schuyler County,1974,Intercensal Population Estimate,17583
36099,Seneca County,1974,Intercensal Population Estimate,33936
36101,Steuben County,1974,Intercensal Population Estimate,99795
36103,Suffolk County,1974,Intercensal Population Estimate,1215793
36105,Sullivan County,1974,Intercensal Population Estimate,61446
36107,Tioga County,1974,Intercensal Population Estimate,47605
36109,Tompkins County,1974,Intercensal Population Estimate,85587
36111,Ulster County,1974,Intercensal Population Estimate,154058
36113,Warren County,1974,Intercensal Population Estimate,52845
36115,Washington County,1974,Intercensal Population Estimate,53896
36117,Wayne County,1974,Intercensal Population Estimate,83140
36119,Westchester County,1974,Intercensal Population Estimate,874617
36121,Wyoming County,1974,Intercensal Population Estimate,38885
36123,Yates County,1974,Intercensal Population Estimate,20431
36000,New York State,1973,Intercensal Population Estimate,18194899
36001,Albany County,1973,Intercensal Population Estimate,289754
36003,Allegany County,1973,Intercensal Population Estimate,50255
36005,Bronx County,1973,Intercensal Population Estimate,1418905
36007,Broome County,1973,Intercensal Population Estimate,219717
36009,Cattaraugus County,1973,Intercensal Population Estimate,84385
36011,Cayuga County,1973,Intercensal Population Estimate,79099
36013,Chautauqua County,1973,Intercensal Population Estimate,149778
36015,Chemung County,1973,Intercensal Population Estimate,100457
36017,Chenango County,1973,Intercensal Population Estimate,47421
36019,Clinton County,1973,Intercensal Population Estimate,79143
36021,Columbia County,1973,Intercensal Population Estimate,56478
36023,Cortland County,1973,Intercensal Population Estimate,46853
36025,Delaware County,1973,Intercensal Population Estimate,46694
36027,Dutchess County,1973,Intercensal Population Estimate,232531
36029,Erie County,1973,Intercensal Population Estimate,1099433
36031,Essex County,1973,Intercensal Population Estimate,35513
36033,Franklin County,1973,Intercensal Population Estimate,44596
36035,Fulton County,1973,Intercensal Population Estimate,55451
36037,Genesee County,1973,Intercensal Population Estimate,59807
36039,Greene County,1973,Intercensal Population Estimate,37974
36041,Hamilton County,1973,Intercensal Population Estimate,5173
36043,Herkimer County,1973,Intercensal Population Estimate,68285
36045,Jefferson County,1973,Intercensal Population Estimate,90312
36047,Kings County,1973,Intercensal Population Estimate,2492883
36049,Lewis County,1973,Intercensal Population Estimate,24806
36051,Livingston County,1973,Intercensal Population Estimate,56698
36053,Madison County,1973,Intercensal Population Estimate,64973
36055,Monroe County,1973,Intercensal Population Estimate,709660
36057,Montgomery County,1973,Intercensal Population Estimate,56743
36059,Nassau County,1973,Intercensal Population Estimate,1386266
36061,New York County,1973,Intercensal Population Estimate,1496095
36063,Niagara County,1973,Intercensal Population Estimate,234421
36065,Oneida County,1973,Intercensal Population Estimate,270543
36067,Onondaga County,1973,Intercensal Population Estimate,469756
36069,Ontario County,1973,Intercensal Population Estimate,83660
36071,Orange County,1973,Intercensal Population Estimate,236189
36073,Orleans County,1973,Intercensal Population Estimate,38457
36075,Oswego County,1973,Intercensal Population Estimate,107682
36077,Otsego County,1973,Intercensal Population Estimate,58630
36079,Putnam County,1973,Intercensal Population Estimate,65391
